State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,10/01/2025,2009,2793,2409,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,21/01/2025,2019,2819,2599,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,01/01/2025,2250,2430,2300,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,05/01/2025,1970,2300,2275,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,16/01/2025,1998,2285,2100,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,16/01/2025,2039,2669,2389,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,26/01/2025,2002,2360,2360,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,28/01/2025,2000,2375,2200,2
Karnataka,Raichur,Raichur,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,21/01/2025,4311,4441,4441,114
Karnataka,Raichur,Lingasugur,Jowar(Sorghum),Local,FAQ,01/01/2025,2300,2300,2300,5
Karnataka,Raichur,Raichur,Jowar(Sorghum),"Jowar ( White)",FAQ,06/01/2025,3150,3150,3150,5
Karnataka,Raichur,Raichur,Jowar(Sorghum),"Jowar ( White)",FAQ,22/01/2025,3131,3131,3131,5
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)",FAQ,03/01/2025,3805,5796,4769,10
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)",FAQ,07/01/2025,3319,5399,4871,10
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)",FAQ,09/01/2025,3819,5285,4839,10
Karnataka,Raichur,Sindhanur,Rice,"Broken Rice",FAQ,10/01/2025,3000,3000,3000,3
Karnataka,Raichur,Sindhanur,Rice,Medium,"Ref grade-1",30/01/2025,4000,4100,4100,3
Karnataka,Raichur,Sindhanur,"Dry Chillies",Guntur,FAQ,28/01/2025,10400,10400,10400,132
Karnataka,Raichur,Sindhanur,"Dry Chillies",Guntur,"Ref grade-1",31/01/2025,9100,9100,9100,132
Karnataka,Raichur,Sindhanur,"Dry Chillies",Local,FAQ,07/01/2025,5700,7800,7200,132
Karnataka,Raichur,Sindhanur,"Dry Chillies",Local,FAQ,28/01/2025,4000,4000,4000,132
Karnataka,Raichur,Sindhanur,"Dry Chillies",Guntur,FAQ,15/01/2025,9000,15000,12000,132
Karnataka,Raichur,Sindhanur,"Dry Chillies",Guntur,"Ref grade-1",30/01/2025,6000,10300,9000,132
Karnataka,Raichur,Sindhanur,"Dry Chillies",Local,FAQ,02/01/2025,2900,2900,2900,132
Karnataka,Raichur,Sindhanur,"Dry Chillies",Local,"Ref grade-1",30/01/2025,2600,5800,4000,132
Karnataka,Raichur,Lingasugur,"Chili Red",Other,FAQ,10/02/2025,20000,22000,21000,26
Karnataka,Raichur,Lingasugur,"Chili Red",Other,FAQ,13/02/2025,11000,11000,11000,26
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,12/02/2025,6850,7900,7411,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,17/02/2025,6900,8000,7305,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,18/02/2025,7200,8100,7300,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,21/02/2025,6200,8600,7345,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)","Ref grade-1",04/02/2025,6900,7350,7100,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,10/02/2025,7000,7420,7260,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,11/02/2025,7079,7459,7459,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,12/02/2025,7029,7399,7359,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,19/02/2025,7009,7489,7489,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,21/02/2025,7059,7405,7405,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,24/02/2025,7002,7369,7155,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,25/02/2025,7000,7289,7289,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,28/02/2025,7000,7100,7100,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)","Ref grade-1",04/02/2025,7003,7079,7079,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,15/02/2025,7011,7780,7470,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,18/02/2025,7015,7830,7580,49
Karnataka,Raichur,Sindhanur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,18/02/2025,7300,7300,7300,49
Karnataka,Raichur,Sindhanur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,20/02/2025,7000,7300,7300,49
Karnataka,Raichur,Sindhanur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,28/02/2025,7000,7000,7000,49
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,07/02/2025,7251,7385,7385,92
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,14/02/2025,6355,7325,7036,92
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,25/02/2025,7171,7279,7279,92
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)","Ref grade-1",01/02/2025,6400,7139,7139,92
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)","Ref grade-1",03/02/2025,6197,7125,7125,92
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)","Ref grade-1",05/02/2025,7315,7315,7315,92
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)",FAQ,12/02/2025,4189,6499,6015,10
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)","Ref grade-1",05/02/2025,3599,5815,5382,10
Karnataka,Raichur,Lingasugur,Maize,Hybrid/Local,FAQ,19/02/2025,2465,2465,2465,4
Karnataka,Raichur,Lingasugur,Maize,Hybrid/Local,FAQ,24/02/2025,2350,2350,2350,4
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,12/02/2025,5469,6189,5729,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,17/02/2025,5511,6149,5789,6
Karnataka,Raichur,Lingasugur,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,07/02/2025,2280,2600,2450,28
Karnataka,Raichur,Lingasugur,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,17/02/2025,2550,2550,2550,28
Karnataka,Raichur,Lingasugur,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,25/02/2025,2300,3000,2400,28
Karnataka,Raichur,Lingasugur,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,27/02/2025,2208,2500,2230,28
Karnataka,Raichur,Lingasugur,"Bajra(Pearl Millet/Cumbu)",Other,"Ref grade-1",04/02/2025,2200,2280,2265,28
Karnataka,Raichur,Lingasugur,Jowar(Sorghum),Local,FAQ,20/02/2025,2250,2250,2250,5
Karnataka,Raichur,Manvi,Jowar(Sorghum),Other,FAQ,21/02/2025,2400,2400,2400,5
Karnataka,Raichur,Raichur,Jowar(Sorghum),"Jowar ( White)",FAQ,28/02/2025,3229,4040,4040,5
Karnataka,Raichur,Sindhanur,Jowar(Sorghum),"Jowar Hybrid",FAQ,06/02/2025,1900,2200,2200,5
Karnataka,Raichur,Sindhanur,Jowar(Sorghum),"Jowar Hybrid",FAQ,12/02/2025,2450,2650,2650,5
Karnataka,Raichur,Sindhanur,Jowar(Sorghum),"Jowar Hybrid",FAQ,19/02/2025,2250,2350,2250,5
Karnataka,Raichur,Sindhanur,Jowar(Sorghum),"Jowar Hybrid",FAQ,22/02/2025,2050,2220,2220,5
Karnataka,Raichur,Sindhanur,Jowar(Sorghum),"Jowar Hybrid",FAQ,27/02/2025,2375,2825,2730,5
Karnataka,Raichur,Sindhanur,Jowar(Sorghum),"Jowar Hybrid","Ref grade-1",01/02/2025,1930,2800,2800,5
Karnataka,Raichur,Sindhanur,Jowar(Sorghum),"Jowar Hybrid","Ref grade-1",04/02/2025,2200,2500,2400,5
Karnataka,Raichur,Sindhanur,Jowar(Sorghum),Other,FAQ,12/02/2025,1950,2250,2000,5
Karnataka,Raichur,Raichur,"Green Gram (Moong)(Whole)",Hybrid,FAQ,25/02/2025,6800,6800,6800,9
Karnataka,Raichur,Sindhanur,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,11/02/2025,8050,8050,8050,8
Karnataka,Raichur,Sindhanur,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)","Ref grade-1",04/02/2025,9000,9000,9000,8
Karnataka,Raichur,Sindhanur,"Dry Chillies",Guntur,FAQ,21/02/2025,10000,10000,10000,132
Karnataka,Raichur,Raichur,Cotton,F-1054,FAQ,12/02/2025,6100,7660,7270,15
Karnataka,Raichur,Raichur,Cotton,F-1054,FAQ,19/02/2025,6500,7650,7300,15
Karnataka,Raichur,Sindhanur,Cotton,LH-1556,FAQ,10/02/2025,6400,7300,7300,15
Karnataka,Raichur,Sindhanur,Cotton,LH-1556,FAQ,17/02/2025,6400,6400,6400,15
Karnataka,Raichur,Sindhanur,Cotton,LH-1556,FAQ,24/02/2025,6675,6700,6680,15
Karnataka,Raichur,Sindhanur,Cotton,LH-1556,FAQ,28/02/2025,6100,6300,6300,15
Karnataka,Raichur,Sindhanur,Rice,Medium,FAQ,10/02/2025,3950,3950,3950,3
Karnataka,Raichur,Sindhanur,Rice,Medium,FAQ,13/02/2025,2800,2850,2850,3
Karnataka,Raichur,Sindhanur,Rice,Medium,FAQ,21/02/2025,3800,4200,3900,3
Karnataka,Raichur,Sindhanur,Rice,Medium,"Ref grade-1",02/02/2025,3000,3100,3100,3
Karnataka,Raichur,Lingasugur,Paddy(Dhan)(Common),Sona,"Ref grade-1",03/02/2025,2600,2659,2650,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,06/02/2025,2089,2759,2501,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,15/02/2025,2119,2429,2261,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,17/02/2025,2029,2431,2271,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,19/02/2025,2070,2503,2369,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,20/02/2025,2049,2481,2319,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri","Ref grade-1",03/02/2025,2065,2757,2455,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri","Ref grade-1",05/02/2025,2119,2786,2535,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,10/02/2025,1935,2400,2300,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,15/02/2025,2000,2369,2350,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,17/02/2025,1984,2380,2290,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,20/02/2025,2031,2380,2200,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,22/02/2025,2165,2386,2352,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,26/02/2025,2000,2360,2350,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,FAQ,27/02/2025,1900,2300,2000,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,"Ref grade-1",01/02/2025,2050,2380,2200,2
Karnataka,Raichur,Sindhanur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,06/02/2025,5800,5900,5900,6
Karnataka,Raichur,Sindhanur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,17/02/2025,5750,6000,6000,6
Karnataka,Raichur,Sindhanur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,24/02/2025,4990,6400,5100,6
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)","Ref grade-1",04/02/2025,3625,5739,5409,10
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,02/01/2025,7400,8050,7550,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,07/01/2025,7400,8100,7550,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,08/01/2025,7400,7850,7550,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,28/01/2025,6700,7550,7400,49
Karnataka,Raichur,Sindhanur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,01/01/2025,7300,7300,7300,49
Karnataka,Raichur,Sindhanur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,18/01/2025,7900,7900,7900,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,03/01/2025,7450,7850,7520,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,23/01/2025,7143,7500,7200,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,30/01/2025,7100,7300,7200,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,09/01/2025,7010,8555,8101,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,13/01/2025,7000,9000,7600,49
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,20/01/2025,7190,7650,7309,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,02/01/2025,7009,8505,8261,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,06/01/2025,7405,8350,8105,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,15/01/2025,7605,7605,7605,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,16/01/2025,7009,8130,7670,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,27/01/2025,7009,7711,7411,49
Karnataka,Raichur,Sindhanur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,11/01/2025,7000,7000,7000,49
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,01/01/2025,8609,8629,8629,92
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,22/01/2025,7436,7436,7436,92
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,24/01/2025,5686,7449,6801,92
Karnataka,Raichur,Lingasugur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,25/01/2025,5600,6200,5950,6
Karnataka,Raichur,Lingasugur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,27/01/2025,5600,6200,5900,6
Karnataka,Raichur,Lingasugur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,29/01/2025,5600,6250,5800,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,20/01/2025,5269,6059,5839,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,28/01/2025,5450,5842,5600,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,"Ref grade-1",30/01/2025,5000,5879,5550,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,"Ref grade-1",31/01/2025,5571,5775,5620,6
Karnataka,Raichur,Sindhanur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,02/01/2025,5950,6100,6050,6
Karnataka,Raichur,Sindhanur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,06/01/2025,6000,6250,6150,6
Karnataka,Raichur,Sindhanur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,17/01/2025,6060,6100,6080,6
Karnataka,Raichur,Sindhanur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,19/01/2025,5950,6010,5950,6
Karnataka,Raichur,Sindhanur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,21/01/2025,5900,6800,6700,6
Karnataka,Raichur,Raichur,"Castor Seed","Castor seed",FAQ,28/03/2025,4259,4259,4259,123
Karnataka,Raichur,Lingasugur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,01/03/2025,7050,7800,7450,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,01/03/2025,7000,7389,7250,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,04/03/2025,7003,7500,7309,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,19/03/2025,0,0,7129,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,20/03/2025,0,0,7239,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,25/03/2025,0,0,7109,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,"Ref grade-2",05/03/2025,7001,8000,7446,49
Karnataka,Raichur,Sindhanur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)","Ref grade-2",04/03/2025,6718,6728,6728,49
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,19/04/2025,0,0,1979,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,25/04/2025,0,0,2131,2
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,02/04/2025,5011,5856,5650,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,03/04/2025,5300,5950,5879,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,04/04/2025,5375,6100,5850,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,15/04/2025,5639,6151,5839,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,23/04/2025,5456,5926,5759,6
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,25/04/2025,5200,5766,5411,6
Karnataka,Raichur,Raichur,Maize,Local,FAQ,03/04/2025,0,0,1709,4
Karnataka,Raichur,Raichur,Maize,Local,FAQ,04/04/2025,0,0,2007,4
Karnataka,Raichur,Raichur,Maize,Local,FAQ,15/04/2025,0,0,2119,4
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,17/04/2025,0,0,6169,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,19/04/2025,0,0,6859,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,29/04/2025,0,0,6505,49
Karnataka,Raichur,Raichur,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,25/04/2025,0,0,7005,49
Karnataka,Raichur,Raichur,"Green Gram (Moong)(Whole)",Hybrid,FAQ,07/04/2025,0,0,6618,9
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)",FAQ,03/04/2025,0,0,5700,10
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)",FAQ,17/04/2025,0,0,6069,10
Karnataka,Raichur,Raichur,Groundnut,"Gungri (With Shell)",FAQ,23/04/2025,0,0,5801,10
Karnataka,Raichur,Raichur,Sunflower,Sunflower,FAQ,08/04/2025,0,0,4018,14
Karnataka,Raichur,Raichur,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,03/04/2025,3411,3511,3511,114
Karnataka,Raichur,Raichur,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,15/04/2025,3946,3946,3946,114
Karnataka,Raichur,Raichur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,28/04/2025,2296,2296,2296,28
Karnataka,Raichur,Raichur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,02/04/2025,2339,2439,2439,28
Karnataka,Raichur,Raichur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,08/04/2025,2269,2389,2389,28
Karnataka,Raichur,Raichur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,23/04/2025,2259,2259,2259,28
Karnataka,Raichur,Raichur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,29/04/2025,2136,2239,2239,28
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,21/04/2025,4655,6766,6307,92
Karnataka,Raichur,Raichur,Safflower,Safflower,FAQ,21/04/2025,4300,4300,4300,59
Karnataka,Raichur,Lingasugur,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/03/2025,2350,2950,2550,28
Karnataka,Raichur,Manvi,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,27/03/2025,2500,2500,2500,28
Karnataka,Raichur,Raichur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,17/03/2025,2566,2661,2661,28
Karnataka,Raichur,Raichur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,27/03/2025,2389,2439,2439,28
Karnataka,Raichur,Raichur,"Bengal Gram(Gram)(Whole)",Jawari/Local,FAQ,15/03/2025,4255,5375,5225,6
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,04/03/2025,2001,2469,2291,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,20/03/2025,0,0,2269,2
Karnataka,Raichur,Sindhanur,Paddy(Dhan)(Common),Sona,"Ref grade-2",03/03/2025,1900,2350,2260,2
Karnataka,Raichur,Raichur,"Green Gram (Moong)(Whole)",Hybrid,FAQ,25/03/2025,0,0,6559,9
Karnataka,Raichur,Raichur,"Green Gram (Moong)(Whole)",Hybrid,"Ref grade-2",05/03/2025,6519,7308,7308,9
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,15/03/2025,5685,6455,6229,92
Karnataka,Raichur,Raichur,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,17/03/2025,4485,6650,6381,92
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Paddy Dappa",FAQ,03/05/2025,0,0,1329,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Paddy Dappa",FAQ,07/05/2025,0,0,1389,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Paddy Dappa",FAQ,08/05/2025,0,0,1421,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),Rajahamsa,FAQ,02/05/2025,0,0,1370,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,03/05/2025,0,0,2159,2
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,05/05/2025,0,0,2019,2
